age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,numberchildren,remotework,fin
46,No,,556.26,,18,3,Medical,322,3,F,3,2, manufacturing director ,3,,"4492,84$",11681.39,2,No,14,"3,0",3,Part Time,1,"19,0",5,"2,0",10,,0,8,1977,"53914,11$",,,No,2023
30,No,non-travel,290.04,,2,3,,323,3,F,3,1, laboratory technician ,4,Single,,6090.75,0,,14,"3,0",3,Part Time,0,"12,0",2,"2,0",11,,6,7,1993,"28111,13$",,,No,2023
35,No,travel_rarely,1032.49,,16,3,Life Sciences,324,4,M,3,3, healthcare representative ,3,,"8339,32$",21682.23,4,Yes,12,"3,0",3,Part Time,0,"10,0",2,"3,0",8,,0,0,1988,"100071,84$",,,No,2023
48,No,travel_rarely,417.96,,2,5,,325,2,F,3,2, sales executive ,4,Married,"3375,83$",8777.17,2,No,14,"3,0",1,Part Time,1,"14,0",2,"3,0",9,,6,7,1975,"40510,00$",,,Yes,2023
45,No,travel_rarely,495.75,,2,3,Other,326,4,M,3,2, sales executive ,2,,"4004,17$",10410.83,0,No,19,"3,0",2,Part Time,1,,3,"4,0",8,,3,7,1978,"48050,00$",,,Yes,2023
26,Yes,travel_frequently,282.8,,17,4,Life Sciences,327,2,F,3,1, human resources ,3,,"2284,17$",5938.83,0,Yes,11,"3,0",2,,1,"8,0",2,,7,,1,0,1997,"2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$2284,17$",,,Yes,2023
41,No,,556.26,,2,4,Other,328,1,F,2,2, healthcare representative ,3,Single,,11681.39,2,Yes,17,"3,0",1,Part Time,0,"10,0",3,"3,0",8,,0,7,1982,"53914,11$",,,Yes,2023
34,No,,550.64,,21,4,,329,4,M,4,2, sales executive ,4,Single,,11563.5,1,,12,"3,0",4,Part Time,0,"10,0",3,"3,0",10,,5,7,1989,"53370,00$",,,Yes,2023
31,No,travel_rarely,556.26,,6,4,Medical,330,1,M,4,2, sales executive ,4,Divorced,,11681.39,4,No,22,"4,0",4,Part Time,2,"13,0",4,"4,0",7,,5,7,1992,"53914,11$",,,Yes,2023
43,No,travel_frequently,556.26,,9,5,,331,4,M,3,2, laboratory technician ,3,Divorced,,11681.39,3,,13,"3,0",2,Part Time,1,"10,0",3,"3,0",8,,4,7,1980,"53914,11$",,,No,2023
53,No,,556.26, Sales ,1,1,,332,4,F,3,2, sales executive ,1,Single,,11681.39,7,,20,"4,0",4,Part Time,0,"18,0",2,"4,0",14,,8,10,1970,"53914,11$", SALEs eXecuTiVE  -  Sales ,,No,2023
37,No,travel_rarely,973.35,,3,3,Other,333,3,M,3,3, manufacturing director ,3,Married,"7861,67$",20440.33,1,No,15,,3,Part Time,1,,2,"3,0",10,,7,8,1986,"94340,00$",,,Yes,2023
54,No,,1032.49,,19,4,,334,3,M,3,3, human resources ,2,,"8339,32$",21682.23,2,,15,,3,Part Time,1,"16,0",1,"4,0",9,,7,1,1969,"100071,84$",,,Yes,2023
38,No,travel_rarely,556.26, Sales ,7,4,Marketing,335,4,F,2,2, sales executive ,4,,"4492,84$",11681.39,0,No,20,,1,Part Time,0,,2,"3,0",7,,0,5,1985,"53914,11$", SaleS executIVE  -  Sales ,,Yes,2023
29,No,,290.04, Research & Development ,1,4,Life Sciences,336,2,M,1,1, research scientist ,4,Divorced,"2342,59$",6090.75,1,,18,"3,0",4,Part Time,1,"10,0",5,"3,0",10,,2,8,1994,"28111,13$", rEsEArCH sCIeNTIST  -  Research & Development ,,Yes,2023
34,No,,1032.49,,9,3,Medical,337,4,F,2,3, healthcare representative ,2,,,21682.23,1,,14,"3,0",2,Part Time,0,"9,0",3,"4,0",8,,7,7,1989,"100071,84$",,,No,2023
39,No,,556.26,,2,4,Technical Degree,338,4,F,2,2, healthcare representative ,3,Single,"4492,84$",11681.39,1,No,11,"3,0",1,Part Time,0,"20,0",4,"3,0",20,"7,0",11,10,1984,"53914,11$",,,No,2023
32,No,,556.73,,10,3,Marketing,339,4,M,3,2, sales executive ,4,,"4496,67$",11691.33,1,,12,"3,0",4,Full Time,0,"10,0",2,"2,0",10,,0,8,1991,"53960,00$",,,Yes,2023
38,No,travel_rarely,556.26,,1,4,Life Sciences,340,2,F,4,2, healthcare representative ,4,,"4492,84$",11681.39,0,,13,"3,0",3,Part Time,0,"10,0",4,,9,,1,8,1985,"53914,11$",,,Yes,2023
27,No,travel_rarely,1032.49,,1,2,Life Sciences,341,3,F,3,3, manufacturing director ,1,Married,"8339,32$",21682.23,1,,11,"3,0",4,Part Time,0,"9,0",3,"3,0",9,,0,7,1996,"100071,84$",,,No,2023
32,No,travel_rarely,1151.33,,3,2,Life Sciences,342,3,F,3,3, research director ,4,Single,"9299,17$",24177.83,3,,15,"3,0",4,Full Time,0,"10,0",6,"3,0",7,,7,7,1991,"111590,00$",,,No,2023
47,No,,511.75,,35,4,Marketing,343,4,M,3,2, sales executive ,1,Single,"4133,33$",10746.67,2,,12,"3,0",4,,0,"20,0",2,"3,0",7,,1,7,1976,"4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$4133,33$",,,No,2023
27,No,travel_frequently,907.21,,10,2,,344,4,M,3,3, manufacturing director ,1,,"7327,50$",19051.5,1,No,21,"4,0",3,Part Time,2,"9,0",4,"2,0",9,,1,7,1996,"87930,00$",,,Yes,2023
41,No,,1979.82,,1,3,,345,4,M,2,5, manager ,3,,,41576.17,1,No,12,,2,Full Time,1,"22,0",3,"3,0",22,,2,10,1982,"191890,00$",,,No,2023
28,Yes,,228.63, Research & Development ,35,2,,346,35,F,1,1, research scientist ,2,,"1846,67$",4801.33,7,Yes,13,"3,0",4,Part Time,0,"10,0",4,"3,0",7,,3,7,1995,"22160,00$", reSEArch SCIEntIsT  -  Research & Development ,,Yes,2023
36,No,,1208.48, Research & Development ,8,3,,347,1,F,4,3, research director ,1,Married,"9760,83$",25378.17,9,,14,"3,0",1,Full Time,1,"10,0",2,"3,0",8,,0,5,1987,"117130,00$", rESeArCh DIrEctor  -  Research & Development ,,No,2023
30,No,,547.24,,27,5,Marketing,348,3,M,3,2, sales executive ,4,Divorced,"4420,00$",11492.0,7,No,23,,4,,1,"10,0",2,"2,0",8,,7,7,1993,"53040,00$",,,Yes,2023
56,No,travel_rarely,1145.55,,9,3,,349,3,M,3,4, healthcare representative ,4,Married,"9252,50$",24056.5,7,No,11,"3,0",3,Full Time,0,"30,0",1,"2,0",10,,1,1,1967,"111030,00$",,,No,2023
45,No,travel_rarely,684.25,,2,2,,350,2,M,1,2, sales representative ,3,Single,"5526,67$",14369.33,0,No,13,"3,0",1,Full Time,0,"9,0",3,"3,0",8,,3,1,1978,"66320,00$",,,Yes,2023
36,No,non-travel,782.79,,8,4,,351,1,M,2,3, sales executive ,1,Single,"6322,50$",16438.5,1,,15,"3,0",2,Part Time,0,"10,0",1,"3,0",10,,0,9,1987,"75870,00$",,,No,2023
29,No,,447.26,,27,3,Medical,352,2,F,3,2, healthcare representative ,3,Married,"3612,50$",9392.5,4,No,12,"3,0",1,Part Time,1,"11,0",3,"2,0",8,,1,1,1994,"43350,00$",,,Yes,2023
38,No,,616.98,,2,4,Life Sciences,353,1,F,4,2, manufacturing director ,1,Single,"4983,33$",12956.67,6,,12,"3,0",4,Full Time,0,"17,0",2,"3,0",15,,4,12,1985,"59800,00$",,,Yes,2023
40,No,,437.87,,13,2,Medical,354,13,F,4,2, healthcare representative ,2,,"3536,67$",9195.33,1,No,24,"4,0",4,,1,"8,0",2,"3,0",8,,3,7,1983,"3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$3536,67$",,,Yes,2023
42,No,travel_frequently,1973.98,,8,3,,355,2,M,3,5, manager ,4,,"15943,72$",41453.67,1,No,13,"3,0",2,,1,"24,0",4,"2,0",24,,14,9,1981,"15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$15943,72$",,,Yes,2023
36,No,travel_rarely,539.4,,1,3,Other,356,3,F,3,2, manufacturing director ,2,,"4356,67$",11327.33,0,,15,"3,0",1,Part Time,1,,2,"3,0",9,,0,5,1987,"52280,00$",,,No,2023
29,No,travel_rarely,278.57,,23,2,,357,3,M,4,1, research scientist ,3,Married,"2250,00$",5850.0,1,,24,"4,0",3,Part Time,1,"10,0",3,"3,0",10,,0,7,1994,"27000,00$",,,Yes,2023
55,Yes,,556.26,,2,1,Medical,358,3,M,3,2, sales executive ,4,Single,,11681.39,4,,16,"3,0",3,Part Time,0,,3,"2,0",9,,7,3,1968,"53914,11$",,,No,2023
28,No,,556.26, Sales ,2,4,,359,2,F,3,2, sales executive ,2,,,11681.39,1,,20,"4,0",1,Part Time,0,"8,0",2,"3,0",8,,7,5,1995,"53914,11$", saLES ExECUtiVe  -  Sales ,,Yes,2023
26,Yes,,244.11,,5,2,Medical,360,3,F,2,1, research scientist ,3,Married,"1971,67$",5126.33,1,,14,"3,0",1,Part Time,1,"8,0",2,"3,0",8,,1,7,1997,"23660,00$",,,Yes,2023
44,No,,290.04,,9,2,,361,2,M,3,1, research scientist ,1,,"2342,59$",6090.75,1,Yes,13,"3,0",4,,0,"8,0",0,"3,0",8,,7,1,1979,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
41,Yes,,290.04, Research & Development ,2,4,Life Sciences,362,2,F,1,1, laboratory technician ,4,Divorced,"2342,59$",6090.75,4,Yes,13,"3,0",3,,1,,1,"2,0",7,,1,0,1982,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$", LaboRATory tEchNICIAn  -  Research & Development ,,Yes,2023
31,No,travel_rarely,240.29,,7,4,,363,2,M,2,1, sales representative ,3,,"1940,83$",5046.17,3,,15,,2,Part Time,0,,2,"4,0",7,,5,2,1992,"23290,00$",,,No,2023
26,No,travel_frequently,443.03, Sales ,28,3,Medical,364,28,M,2,2, sales executive ,1,,,9303.67,1,,12,"3,0",2,Part Time,0,,2,"3,0",7,,0,7,1997,"42940,00$", SAlEs exECUtIVe  -  Sales ,,Yes,2023
31,No,,556.26,,12,3,Medical,365,4,F,3,2, healthcare representative ,4,,,11681.39,0,,11,"3,0",3,Part Time,2,"10,0",2,"1,0",9,,8,5,1992,"53914,11$",,,No,2023
32,No,,693.85,,3,4,Medical,366,3,F,3,2, manufacturing director ,1,Married,,14570.83,1,,12,"3,0",3,Full Time,1,"8,0",2,"4,0",8,,6,3,1991,"67250,00$",,,No,2023
36,Yes,travel_rarely,1065.28,,3,1,Life Sciences,367,3,M,2,3, sales executive ,4,Married,"8604,17$",22370.83,1,,11,,1,Full Time,1,,6,"3,0",16,,3,7,1987,"103250,00$",,,No,2023
45,No,non-travel,458.82,,47,2,,368,47,M,3,2, laboratory technician ,2,,,9635.17,1,,12,"3,0",2,Part Time,0,,5,"2,0",9,,0,8,1978,"44470,00$",,,Yes,2023
39,No,travel_rarely,1032.49,,2,5,,369,1,M,4,3, sales executive ,3,Single,,21682.23,0,No,18,"3,0",4,Part Time,0,"9,0",3,"3,0",8,,0,7,1984,"100071,84$",,,No,2023
36,No,non-travel,556.26,,8,4,Technical Degree,370,1,M,3,2, sales executive ,4,Divorced,"4492,84$",11681.39,4,No,13,,4,Part Time,2,"12,0",3,"3,0",7,,0,7,1987,"53914,11$",,,Yes,2023
46,No,,1118.93,,7,2,Medical,371,4,M,3,3, manufacturing director ,3,,"9037,50$",23497.5,6,,13,"3,0",2,Full Time,1,,3,"3,0",8,,0,7,1977,"108450,00$",,,No,2023
54,No,travel_rarely,1032.49,,17,3,Technical Degree,372,3,F,3,3, manufacturing director ,3,,"8339,32$",21682.23,8,,11,,3,Part Time,1,"22,0",2,"3,0",10,,0,8,1969,"100071,84$",,,Yes,2023
30,No,travel_rarely,1032.49,,8,2,,373,2,F,4,3, research director ,1,,"8339,32$",21682.23,0,Yes,12,"3,0",3,Part Time,3,,4,"2,0",8,,1,7,1993,"100071,84$",,,Yes,2023
26,No,,564.57,,2,2,Medical,374,4,M,4,2, manufacturing director ,4,Married,,11856.0,1,,12,"3,0",2,Full Time,0,,2,"3,0",8,,1,3,1997,"54720,00$",,,No,2023
55,No,travel_frequently,658.77,,18,4,Medical,375,3,M,3,2, healthcare representative ,2,Married,"5320,83$",13834.17,3,,14,"3,0",4,Full Time,2,,3,"3,0",8,,6,7,1968,"63850,00$",,,Yes,2023
50,No,non-travel,654.85, Sales ,1,3,Life Sciences,376,4,F,3,2, sales executive ,3,Married,,13751.83,0,,12,"3,0",1,Full Time,1,,3,"3,0",18,,0,13,1973,"63470,00$", salEs eXECuTivE  -  Sales ,,Yes,2023
32,No,non-travel,290.04,,29,4,,377,4,F,3,1, laboratory technician ,3,Single,,6090.75,9,No,12,"3,0",2,Part Time,0,"10,0",2,"3,0",8,,7,7,1991,"28111,13$",,,Yes,2023
53,No,travel_frequently,776.39,,2,3,Marketing,378,3,F,2,3, sales executive ,2,,,16304.17,2,,12,"3,0",1,Part Time,1,"30,0",2,,15,,6,12,1970,"75250,00$",,,Yes,2023
40,No,travel_rarely,556.26,,26,3,,379,3,M,3,2, sales executive ,1,Married,"4492,84$",11681.39,1,,14,"3,0",2,Part Time,1,"8,0",3,"2,0",7,,7,5,1983,"53914,11$",,,No,2023
55,No,,1582.77,,2,1,,380,3,M,2,4, manager ,1,Single,"12783,92$",33238.2,7,No,15,"3,0",2,,0,,3,"4,0",9,,6,2,1968,"12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$12783,92$",,,Yes,2023
28,Yes,non-travel,1032.49,,24,2,,381,2,M,2,3, healthcare representative ,1,Single,"8339,32$",21682.23,1,No,12,"3,0",1,Part Time,0,"10,0",2,"2,0",10,,1,9,1995,"100071,84$",,,No,2023
28,No,travel_rarely,377.62,,10,3,Other,382,3,F,3,2, research scientist ,3,Single,"3050,00$",7930.0,3,No,13,"3,0",4,,0,,4,"4,0",8,,1,7,1995,"3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$3050,00$",,,Yes,2023
35,Yes,,1032.49,,4,3,Technical Degree,383,4,M,3,3, sales executive ,1,,,21682.23,0,,22,"4,0",1,Part Time,0,"9,0",2,"3,0",8,,4,7,1988,"100071,84$",,,Yes,2023
33,Yes,travel_frequently,556.26, Research & Development ,36,4,Medical,384,36,F,2,2, research scientist ,3,Single,"4492,84$",11681.39,1,No,22,"4,0",2,Part Time,0,"14,0",4,"3,0",13,,3,8,1990,"53914,11$", ReseaRch scIenTisT  -  Research & Development ,,Yes,2023
25,Yes,,290.04, Research & Development ,4,1,Technical Degree,385,4,M,3,1, laboratory technician ,4,Married,,6090.75,1,,15,,2,Part Time,1,"7,0",3,"4,0",7,,5,6,1998,"28111,13$", LaBoraTORY teCHNiCIaN  -  Research & Development ,,Yes,2023
38,No,,901.75, Sales ,10,4,,386,3,M,2,3, sales executive ,3,,"7283,33$",18936.67,0,Yes,14,"3,0",2,Part Time,2,"9,0",2,,8,,2,7,1985,"87400,00$", sALEs ExeCuTive  -  Sales ,,Yes,2023
28,No,,1032.49,,12,3,,387,12,F,3,3, manufacturing director ,2,,,21682.23,0,,17,"3,0",2,Part Time,3,,3,"2,0",9,,1,7,1995,"100071,84$",,,Yes,2023
43,No,travel_frequently,1032.49,,27,3,Life Sciences,388,3,F,3,3, manufacturing director ,1,Married,,21682.23,8,No,11,"3,0",3,Part Time,1,"18,0",1,"3,0",8,,0,1,1980,"100071,84$",,,No,2023
39,Yes,travel_frequently,1582.77, Research & Development ,2,3,Life Sciences,389,1,M,3,4, healthcare representative ,4,,"12783,92$",33238.2,7,No,11,"3,0",4,Full Time,3,"21,0",4,"3,0",18,,11,5,1984,"153407,07$", heALtHCARE rePResENtAtivE  -  Research & Development ,,No,2023
40,No,travel_rarely,1973.98,,14,3,,390,3,M,2,5, research director ,3,,,41453.67,1,No,14,,1,Full Time,0,,2,,20,,4,9,1983,"191324,62$",,,Yes,2023
29,No,travel_rarely,556.26,,8,1,Medical,391,2,M,2,2, manufacturing director ,4,Married,"4492,84$",11681.39,1,,15,"3,0",3,,1,"10,0",2,"2,0",10,,1,2,1994,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
40,No,,1392.75,,32,4,,392,2,F,3,3, research director ,3,,"11249,17$",29247.83,9,No,17,"3,0",3,Full Time,0,"20,0",3,"2,0",18,,2,13,1983,"134990,00$",,,No,2023
26,No,travel_rarely,290.04,,3,4,,393,1,M,4,1, laboratory technician ,4,,"2342,59$",6090.75,1,,22,"4,0",2,Part Time,1,"8,0",2,"3,0",8,,0,7,1997,"28111,13$",,,Yes,2023
35,No,travel_rarely,1032.49,,2,3,,394,3,M,2,3, manufacturing director ,2,Divorced,"8339,32$",21682.23,2,No,18,"3,0",2,,1,"15,0",2,"4,0",7,,6,4,1988,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$",,,Yes,2023
53,No,,1973.98, Research & Development ,7,2,Medical,395,4,F,3,5, manager ,3,Divorced,"15943,72$",41453.67,3,No,18,"3,0",2,Full Time,1,"26,0",6,"3,0",7,,4,7,1970,"191324,62$", ManAgEr  -  Research & Development ,,No,2023
35,No,,556.26,,17,4,Life Sciences,396,3,M,3,2, sales executive ,1,,,11681.39,3,,15,"3,0",4,Part Time,3,"15,0",2,"3,0",7,,1,7,1988,"53914,11$",,,Yes,2023
33,No,,556.26,,25,3,Medical,397,2,F,3,2, sales executive ,3,,"4492,84$",11681.39,1,No,12,"3,0",1,Part Time,1,,3,"2,0",10,,0,1,1990,"53914,11$",,,Yes,2023
36,No,,290.04, Research & Development ,6,4,Life Sciences,398,3,M,1,1, laboratory technician ,3,Divorced,,6090.75,1,No,14,"3,0",3,Part Time,1,,4,"3,0",7,,1,7,1987,"28111,13$", laboRAtORy TecHnICiAN  -  Research & Development ,,Yes,2023
30,No,travel_rarely,360.18,,7,4,Life Sciences,399,3,M,3,2, laboratory technician ,3,Divorced,"2909,17$",7563.83,1,,13,,1,Part Time,3,,4,"2,0",10,,8,9,1993,"34910,00$",,,Yes,2023
60,No,,538.57,,29,4,,400,29,M,4,2, sales executive ,4,Divorced,"4350,00$",11310.0,0,,18,"3,0",2,,1,"12,0",3,"3,0",11,,1,9,1963,"4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$4350,00$",,,Yes,2023
32,No,,556.26,,2,2,Life Sciences,401,4,F,3,2, research scientist ,3,Single,,11681.39,4,Yes,14,"3,0",4,Part Time,0,"10,0",2,"3,0",8,,0,7,1991,"53914,11$",,,No,2023
36,No,,1057.75,,1,3,Technical Degree,402,3,F,1,3, manufacturing director ,1,Divorced,"8543,33$",22212.67,2,Yes,21,"4,0",3,Full Time,1,"17,0",2,"3,0",7,,7,7,1987,"102520,00$",,,Yes,2023
27,No,travel_rarely,290.04,,14,3,,403,1,M,3,1, research scientist ,1,,"2342,59$",6090.75,1,,14,"3,0",4,,2,,3,"2,0",9,,6,8,1996,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
43,No,,2036.67, Research & Development ,3,3,Life Sciences,404,3,M,1,5, research director ,4,,"16450,00$",42770.0,3,No,14,"3,0",2,Full Time,1,,2,"3,0",8,,0,7,1980,"197400,00$", ReSeARCH diRECtoR  -  Research & Development ,,Yes,2023
29,No,travel_rarely,1582.77,,1,3,,405,4,F,2,4, research director ,4,Divorced,,33238.2,3,No,14,"3,0",2,Full Time,2,"9,0",2,"2,0",7,,1,7,1994,"153407,07$",,,Yes,2023
59,No,,1032.49,,24,4,,406,24,M,3,3, manufacturing director ,4,Single,"8339,32$",21682.23,6,No,12,"3,0",4,Part Time,0,,6,"2,0",9,,5,4,1964,"100071,84$",,,No,2023
43,No,travel_rarely,1032.49,,4,4,Marketing,407,4,F,2,3, sales executive ,4,Single,"8339,32$",21682.23,3,No,14,"3,0",4,Part Time,0,"23,0",3,"4,0",21,,15,17,1980,"100071,84$",,,Yes,2023
44,Yes,travel_rarely,1032.49,,15,3,Medical,408,1,F,3,3, healthcare representative ,4,Married,"8339,32$",21682.23,1,,11,"3,0",4,Part Time,1,,2,"3,0",10,,0,5,1979,"100071,84$",,,Yes,2023
29,Yes,,290.04, Research & Development ,7,3,Technical Degree,409,2,F,3,1, laboratory technician ,3,Divorced,"2342,59$",6090.75,3,Yes,13,"3,0",1,,2,"10,0",2,"3,0",7,,7,7,1994,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$", LAborAtOry TEchniCIAn  -  Research & Development ,,Yes,2023
32,No,travel_rarely,640.61,,8,3,,410,3,M,4,2, sales executive ,4,Married,"5174,17$",13452.83,1,,15,"3,0",3,Full Time,2,,4,"4,0",10,,0,8,1991,"62090,00$",,,No,2023
36,No,travel_rarely,731.92,,10,4,Technical Degree,411,4,F,3,3, healthcare representative ,3,Married,,15370.33,3,No,12,"3,0",1,Part Time,0,,0,"3,0",7,,1,7,1987,"70940,00$",,,Yes,2023
52,Yes,,1032.49, Sales ,5,3,,412,2,M,3,3, sales executive ,2,Single,"8339,32$",21682.23,9,Yes,19,"3,0",3,Part Time,0,,2,"2,0",8,,7,7,1971,"100071,84$", SaLeS eXECutiVE  -  Sales ,,Yes,2023
39,No,travel_rarely,467.79,,33,2,,413,1,M,3,2, manufacturing director ,3,Single,"3778,33$",9823.67,0,,11,"3,0",1,,0,,6,,8,,1,7,1984,"45340,00$",,,Yes,2023
34,No,,876.98,,9,3,,414,4,M,3,3, healthcare representative ,4,,"7083,33$",18416.67,0,,11,,4,Part Time,1,"10,0",0,"2,0",9,,1,6,1989,"85000,00$",,,Yes,2023
38,No,,556.26,,2,2,Life Sciences,415,2,F,3,2, sales executive ,1,,,11681.39,3,,15,"3,0",4,,1,"11,0",3,"3,0",7,,1,7,1985,"53914,11$",,,Yes,2023
36,No,travel_frequently,478.63, Sales ,12,3,Marketing,416,12,F,4,2, sales executive ,1,Married,"3865,83$",10051.17,2,No,16,"3,0",4,Part Time,1,,2,"2,0",15,,6,13,1987,"46390,00$", SalEs eXECuTive  -  Sales ,,Yes,2023
35,No,,553.33,,1,3,,417,4,F,2,2, laboratory technician ,4,,"4469,17$",11619.83,0,No,12,"3,0",2,Part Time,1,"10,0",0,"3,0",9,,0,0,1988,"53630,00$",,,No,2023
55,Yes,,1582.77,,13,4,,418,1,M,4,4, sales executive ,3,,"12783,92$",33238.2,6,,17,"3,0",3,Full Time,0,,2,"2,0",19,,3,8,1968,"153407,07$",,,Yes,2023
34,No,,556.26,,29,3,,419,2,M,3,2, laboratory technician ,3,,"4492,84$",11681.39,4,,13,"3,0",1,Part Time,2,"10,0",1,"3,0",8,,7,7,1989,"53914,11$",,,No,2023
43,No,,421.06,,6,3,Medical,420,1,F,2,2, research scientist ,3,Single,"3400,83$",8842.17,1,Yes,14,"3,0",1,Part Time,0,"20,0",3,"1,0",20,,1,8,1980,"40810,00$",,,No,2023
42,No,travel_rarely,1582.77,,10,3,Human Resources,421,3,F,3,4, manager ,1,Married,"12783,92$",33238.2,0,,14,"3,0",3,Full Time,1,"21,0",5,"3,0",20,,0,9,1981,"153407,07$",,,No,2023
26,No,travel_rarely,369.16,,7,3,,422,3,M,4,1, laboratory technician ,1,Single,,7752.33,0,No,12,"3,0",4,Full Time,0,"8,0",2,"3,0",7,,0,7,1997,"35780,00$",,,Yes,2023
29,Yes,,1032.49,,14,1,Other,423,3,F,3,3, healthcare representative ,4,Single,"8339,32$",21682.23,0,Yes,12,"3,0",1,Part Time,0,,1,"3,0",8,,7,7,1994,"100071,84$",,,Yes,2023
54,No,,1787.81, Research & Development ,1,3,,424,4,F,3,4, research director ,4,,,37544.0,6,,19,"3,0",4,Full Time,0,"29,0",3,"2,0",20,,12,7,1969,"173280,00$", rESeaRCH DIReCToR  -  Research & Development ,,No,2023
55,No,,1582.77,,1,4,,425,2,M,4,4, research director ,4,Divorced,"12783,92$",33238.2,2,No,13,"3,0",4,Full Time,2,"31,0",4,"4,0",7,,0,0,1968,"153407,07$",,,Yes,2023
40,No,non-travel,556.26,,9,4,Other,426,3,M,3,2, laboratory technician ,3,,"4492,84$",11681.39,3,No,11,"3,0",3,Part Time,2,"11,0",2,,8,,0,7,1983,"53914,11$",,,Yes,2023
31,No,,1113.56,,8,2,,427,1,M,3,3, sales executive ,4,Divorced,"8994,17$",23384.83,1,,18,,1,Full Time,1,"13,0",5,"3,0",13,,9,9,1992,"107930,00$",,,Yes,2023
46,Yes,,1032.49,,9,3,Marketing,428,1,M,3,3, sales executive ,4,Divorced,"8339,32$",21682.23,4,No,11,"3,0",1,,1,"28,0",1,"4,0",7,,4,3,1977,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$",,,Yes,2023
45,No,travel_rarely,1119.55,,20,3,Medical,429,2,M,1,3, healthcare representative ,1,,"9042,50$",23510.5,2,Yes,18,"3,0",2,Full Time,1,,2,"3,0",7,,0,7,1978,"108510,00$",,,No,2023
49,No,travel_rarely,1079.83,,7,4,Life Sciences,430,3,M,3,3, healthcare representative ,2,Divorced,,22676.33,3,,14,"3,0",2,Full Time,2,"29,0",3,"3,0",8,,0,7,1974,"104660,00$",,,No,2023
29,No,travel_rarely,556.26,,19,3,,431,3,M,2,2, sales executive ,3,,"4492,84$",11681.39,1,,14,"3,0",3,Part Time,2,"10,0",3,"3,0",10,,0,4,1994,"53914,11$",,,Yes,2023
29,Yes,,243.7,,1,4,Technical Degree,432,1,M,2,1, research scientist ,1,Single,,5117.67,6,No,13,"3,0",3,Part Time,0,,2,"1,0",9,,0,7,1994,"23620,00$",,,Yes,2023
29,No,,556.26,,8,1,Other,433,3,F,1,2, healthcare representative ,1,,,11681.39,3,No,13,"3,0",3,Part Time,1,"9,0",3,"3,0",7,,0,7,1994,"53914,11$",,,Yes,2023
40,No,travel_rarely,1582.77, Human Resources ,6,2,,434,3,M,3,4, manager ,4,Single,"12783,92$",33238.2,1,Yes,21,"4,0",4,Full Time,0,"21,0",2,"3,0",21,,7,7,1983,"153407,07$", mANAGeR  -  Human Resources ,,Yes,2023
48,No,,664.34, Sales ,16,4,Life Sciences,435,3,F,3,2, sales executive ,3,Divorced,,13951.17,8,No,14,"3,0",3,Full Time,1,"18,0",2,,8,,7,7,1975,"64390,00$", saLeS exECUtive  -  Sales ,,Yes,2023
53,Yes,,1032.49,,2,5,,436,3,F,2,3, manufacturing director ,4,Married,,21682.23,0,,16,"3,0",2,Part Time,1,,4,"3,0",33,,1,9,1970,"100071,84$",,,Yes,2023
44,No,,1973.98,,7,3,Medical,437,2,F,3,5, research director ,4,,,41453.67,0,Yes,14,,4,,1,,4,"2,0",22,,1,10,1979,"191324,62$",,,No,2023
